leaderAction, followerAction, leaderProfit, followerProfit, leaderEstimatedProfit, followerEstimatedProfit, price
0.010000, 0.710000, 0.018917, 0.928917, 0.193252, 0.278853, 2.280000
0.010000, 0.720000, 0.018833, 0.930000, 0.193252, 0.278853, 2.270000
0.010000, 0.730000, 0.018750, 0.930750, 0.193252, 0.278853, 2.260000
0.010000, 0.740000, 0.018667, 0.931167, 0.193252, 0.278853, 2.250000
0.010000, 0.750000, 0.018583, 0.931250, 0.193252, 0.278853, 2.240000
0.010000, 0.760000, 0.018500, 0.931000, 0.193252, 0.278853, 2.230000
0.010000, 0.770000, 0.018417, 0.930417, 0.193252, 0.278853, 2.220001
0.010000, 0.780000, 0.018333, 0.929500, 0.193252, 0.278853, 2.210001
0.010000, 0.790000, 0.018250, 0.928250, 0.193252, 0.278853, 2.200001
0.010000, 0.800000, 0.018167, 0.926667, 0.193252, 0.278853, 2.190001
0.010000, 0.810000, 0.018083, 0.924750, 0.193252, 0.278853, 2.180001
0.010000, 0.820000, 0.018000, 0.922500, 0.193252, 0.278853, 2.170001
0.010000, 0.830000, 0.017917, 0.919917, 0.193252, 0.278853, 2.160001
0.010000, 0.839999, 0.017833, 0.917000, 0.193252, 0.278853, 2.150001
0.010000, 0.849999, 0.017750, 0.913750, 0.193252, 0.278853, 2.140001
0.010000, 0.859999, 0.017667, 0.910167, 0.193252, 0.278853, 2.130001
0.010000, 0.869999, 0.017583, 0.906250, 0.193252, 0.278853, 2.120001
0.010000, 0.879999, 0.017500, 0.902000, 0.193252, 0.278853, 2.110001
0.010000, 0.889999, 0.017417, 0.897417, 0.193252, 0.278853, 2.100001
0.010000, 0.899999, 0.017333, 0.892500, 0.193252, 0.278853, 2.090001
0.010000, 0.909999, 0.017250, 0.887250, 0.193252, 0.278853, 2.080001
0.010000, 0.919999, 0.017167, 0.881667, 0.193252, 0.278853, 2.070001
0.010000, 0.929999, 0.017083, 0.875750, 0.193252, 0.278853, 2.060001
0.010000, 0.939999, 0.017000, 0.869500, 0.193252, 0.278853, 2.050001
0.010000, 0.949999, 0.016917, 0.862917, 0.193252, 0.278853, 2.040001
0.010000, 0.959999, 0.016833, 0.856000, 0.193252, 0.278853, 2.030001
0.010000, 0.969999, 0.016750, 0.848751, 0.193252, 0.278853, 2.020001
0.010000, 0.979999, 0.016667, 0.841167, 0.193252, 0.278853, 2.010001
0.010000, 0.989999, 0.016583, 0.833251, 0.193252, 0.278853, 2.000001
0.010000, 0.999999, 0.016500, 0.825001, 0.193252, 0.278853, 1.990001
0.020000, 0.000000, 0.049333, 0.000000, 0.196491, 0.286185, 2.980000
0.020000, 0.010000, 0.049167, 0.024667, 0.196491, 0.286185, 2.970000
0.020000, 0.020000, 0.049000, 0.049000, 0.196491, 0.286185, 2.960000
0.020000, 0.030000, 0.048833, 0.073000, 0.196491, 0.286185, 2.950000
0.020000, 0.040000, 0.048667, 0.096667, 0.196491, 0.286185, 2.940000
0.020000, 0.050000, 0.048500, 0.120000, 0.196491, 0.286185, 2.930000
0.020000, 0.060000, 0.048333, 0.143000, 0.196491, 0.286185, 2.920000
0.020000, 0.070000, 0.048167, 0.165667, 0.196491, 0.286185, 2.910000
0.020000, 0.080000, 0.048000, 0.188000, 0.196491, 0.286185, 2.900000
0.020000, 0.090000, 0.047833, 0.210000, 0.196491, 0.286185, 2.890000
0.020000, 0.100000, 0.047667, 0.231667, 0.196491, 0.286185, 2.880000
0.020000, 0.110000, 0.047500, 0.253000, 0.196491, 0.286185, 2.870000
0.020000, 0.120000, 0.047333, 0.274000, 0.196491, 0.286185, 2.860000
0.020000, 0.130000, 0.047167, 0.294667, 0.196491, 0.286185, 2.850000
0.020000, 0.140000, 0.047000, 0.315000, 0.196491, 0.286185, 2.840000
0.020000, 0.150000, 0.046833, 0.335000, 0.196491, 0.286185, 2.830000
0.020000, 0.160000, 0.046667, 0.354667, 0.196491, 0.286185, 2.820000
0.020000, 0.170000, 0.046500, 0.374000, 0.196491, 0.286185, 2.810000
0.020000, 0.180000, 0.046333, 0.393000, 0.196491, 0.286185, 2.800000
0.020000, 0.190000, 0.046167, 0.411667, 0.196491, 0.286185, 2.790000
0.020000, 0.200000, 0.046000, 0.430000, 0.196491, 0.286185, 2.780000
0.020000, 0.210000, 0.045833, 0.448000, 0.196491, 0.286185, 2.770000
0.020000, 0.220000, 0.045667, 0.465667, 0.196491, 0.286185, 2.760000
0.020000, 0.230000, 0.045500, 0.483000, 0.196491, 0.286185, 2.750000
0.020000, 0.240000, 0.045333, 0.500000, 0.196491, 0.286185, 2.740000
0.020000, 0.250000, 0.045167, 0.516667, 0.196491, 0.286185, 2.730000
0.020000, 0.260000, 0.045000, 0.533000, 0.196491, 0.286185, 2.720000
0.020000, 0.270000, 0.044833, 0.549000, 0.196491, 0.286185, 2.710000
0.020000, 0.280000, 0.044667, 0.564667, 0.196491, 0.286185, 2.700000
0.020000, 0.290000, 0.044500, 0.580000, 0.196491, 0.286185, 2.690000
0.020000, 0.300000, 0.044333, 0.595000, 0.196491, 0.286185, 2.680000
0.020000, 0.310000, 0.044167, 0.609667, 0.196491, 0.286185, 2.670000
0.020000, 0.320000, 0.044000, 0.624000, 0.196491, 0.286185, 2.660000
0.020000, 0.330000, 0.043833, 0.638000, 0.196491, 0.286185, 2.650000
0.020000, 0.340000, 0.043667, 0.651667, 0.196491, 0.286185, 2.640000
0.020000, 0.350000, 0.043500, 0.665000, 0.196491, 0.286185, 2.630000
0.020000, 0.360000, 0.043333, 0.678000, 0.196491, 0.286185, 2.620000
0.020000, 0.370000, 0.043167, 0.690667, 0.196491, 0.286185, 2.610000
0.020000, 0.380000, 0.043000, 0.703000, 0.196491, 0.286185, 2.600000
0.020000, 0.390000, 0.042833, 0.715000, 0.196491, 0.286185, 2.590000
0.020000, 0.400000, 0.042667, 0.726667, 0.196491, 0.286185, 2.580000
0.020000, 0.410000, 0.042500, 0.738000, 0.196491, 0.286185, 2.570000
0.020000, 0.420000, 0.042333, 0.749000, 0.196491, 0.286185, 2.560000
0.020000, 0.430000, 0.042167, 0.759667, 0.196491, 0.286185, 2.550000
0.020000, 0.440000, 0.042000, 0.770000, 0.196491, 0.286185, 2.540000
0.020000, 0.450000, 0.041833, 0.780000, 0.196491, 0.286185, 2.530000
0.020000, 0.460000, 0.041667, 0.789667, 0.196491, 0.286185, 2.520000
0.020000, 0.470000, 0.041500, 0.799000, 0.196491, 0.286185, 2.510000
0.020000, 0.480000, 0.041333, 0.808000, 0.196491, 0.286185, 2.500000
0.020000, 0.490000, 0.041167, 0.816667, 0.196491, 0.286185, 2.490000
0.020000, 0.500000, 0.041000, 0.825000, 0.196491, 0.286185, 2.480000
0.020000, 0.510000, 0.040833, 0.833000, 0.196491, 0.286185, 2.470000
0.020000, 0.520000, 0.040667, 0.840666, 0.196491, 0.286185, 2.460000
0.020000, 0.530000, 0.040500, 0.848000, 0.196491, 0.286185, 2.450000
0.020000, 0.540000, 0.040333, 0.855000, 0.196491, 0.286185, 2.440000
0.020000, 0.550000, 0.040167, 0.861667, 0.196491, 0.286185, 2.430000
0.020000, 0.560000, 0.040000, 0.868000, 0.196491, 0.286185, 2.420000
0.020000, 0.570000, 0.039833, 0.874000, 0.196491, 0.286185, 2.410000
0.020000, 0.580000, 0.039667, 0.879667, 0.196491, 0.286185, 2.400000
0.020000, 0.590000, 0.039500, 0.885000, 0.196491, 0.286185, 2.390000
0.020000, 0.600000, 0.039333, 0.890000, 0.196491, 0.286185, 2.380000
0.020000, 0.610000, 0.039167, 0.894667, 0.196491, 0.286185, 2.370000
0.020000, 0.620000, 0.039000, 0.899000, 0.196491, 0.286185, 2.360000
0.020000, 0.630000, 0.038833, 0.903000, 0.196491, 0.286185, 2.350000
0.020000, 0.640000, 0.038667, 0.906667, 0.196491, 0.286185, 2.340000
0.020000, 0.650000, 0.038500, 0.910000, 0.196491, 0.286185, 2.330000
0.020000, 0.660000, 0.038333, 0.913000, 0.196491, 0.286185, 2.320000
0.020000, 0.670000, 0.038167, 0.915667, 0.196491, 0.286185, 2.310000
0.020000, 0.680000, 0.038000, 0.918000, 0.196491, 0.286185, 2.300000
0.020000, 0.690000, 0.037833, 0.920000, 0.196491, 0.286185, 2.290000
0.020000, 0.700000, 0.037667, 0.921667, 0.196491, 0.286185, 2.280000
0.020000, 0.710000, 0.037500, 0.923000, 0.196491, 0.286185, 2.270000
0.020000, 0.720000, 0.037333, 0.924000, 0.196491, 0.286185, 2.260000
0.020000, 0.730000, 0.037167, 0.924667, 0.196491, 0.286185, 2.250000
0.020000, 0.740000, 0.037000, 0.925000, 0.196491, 0.286185, 2.240000
0.020000, 0.750000, 0.036833, 0.925000, 0.196491, 0.286185, 2.230000
0.020000, 0.760000, 0.036667, 0.924667, 0.196491, 0.286185, 2.220001
0.020000, 0.770000, 0.036500, 0.924000, 0.196491, 0.286185, 2.210001
0.020000, 0.780000, 0.036333, 0.923000, 0.196491, 0.286185, 2.200001
0.020000, 0.790000, 0.036167, 0.921667, 0.196491, 0.286185, 2.190001
0.020000, 0.800000, 0.036000, 0.920000, 0.196491, 0.286185, 2.180001
0.020000, 0.810000, 0.035833, 0.918000, 0.196491, 0.286185, 2.170001
0.020000, 0.820000, 0.035667, 0.915667, 0.196491, 0.286185, 2.160001
0.020000, 0.830000, 0.035500, 0.913000, 0.196491, 0.286185, 2.150001
0.020000, 0.839999, 0.035333, 0.910000, 0.196491, 0.286185, 2.140001
0.020000, 0.849999, 0.035167, 0.906667, 0.196491, 0.286185, 2.130001
0.020000, 0.859999, 0.035000, 0.903000, 0.196491, 0.286185, 2.120001
0.020000, 0.869999, 0.034833, 0.899000, 0.196491, 0.286185, 2.110001
0.020000, 0.879999, 0.034667, 0.894667, 0.196491, 0.286185, 2.100001
0.020000, 0.889999, 0.034500, 0.890000, 0.196491, 0.286185, 2.090001
0.020000, 0.899999, 0.034333, 0.885000, 0.196491, 0.286185, 2.080001
0.020000, 0.909999, 0.034167, 0.879667, 0.196491, 0.286185, 2.070001
0.020000, 0.919999, 0.034000, 0.874000, 0.196491, 0.286185, 2.060001
0.020000, 0.929999, 0.033833, 0.868000, 0.196491, 0.286185, 2.050001
0.020000, 0.939999, 0.033667, 0.861667, 0.196491, 0.286185, 2.040001
0.020000, 0.949999, 0.033500, 0.855000, 0.196491, 0.286185, 2.030001
0.020000, 0.959999, 0.033333, 0.848001, 0.196491, 0.286185, 2.020001
0.020000, 0.969999, 0.033167, 0.840667, 0.196491, 0.286185, 2.010001
0.020000, 0.979999, 0.033000, 0.833001, 0.196491, 0.286185, 2.000001
0.020000, 0.989999, 0.032833, 0.825001, 0.196491, 0.286185, 1.990001
0.020000, 0.999999, 0.032667, 0.816667, 0.196491, 0.286185, 1.980001
0.030000, 0.000000, 0.073500, 0.000000, 0.199771, 0.293632, 2.970000
0.030000, 0.010000, 0.073250, 0.024583, 0.199771, 0.293632, 2.960000
0.030000, 0.020000, 0.073000, 0.048833, 0.199771, 0.293632, 2.950000
0.030000, 0.030000, 0.072750, 0.072750, 0.199771, 0.293632, 2.940000
0.030000, 0.040000, 0.072500, 0.096333, 0.199771, 0.293632, 2.930000
0.030000, 0.050000, 0.072250, 0.119583, 0.199771, 0.293632, 2.920000
0.030000, 0.060000, 0.072000, 0.142500, 0.199771, 0.293632, 2.910000
0.030000, 0.070000, 0.071750, 0.165083, 0.199771, 0.293632, 2.900000
0.030000, 0.080000, 0.071500, 0.187333, 0.199771, 0.293632, 2.890000
0.030000, 0.090000, 0.071250, 0.209250, 0.199771, 0.293632, 2.880000
0.030000, 0.100000, 0.071000, 0.230833, 0.199771, 0.293632, 2.870000
0.030000, 0.110000, 0.070750, 0.252083, 0.199771, 0.293632, 2.860000
0.030000, 0.120000, 0.070500, 0.273000, 0.199771, 0.293632, 2.850000
0.030000, 0.130000, 0.070250, 0.293583, 0.199771, 0.293632, 2.840000
0.030000, 0.140000, 0.070000, 0.313833, 0.199771, 0.293632, 2.830000
0.030000, 0.150000, 0.069750, 0.333750, 0.199771, 0.293632, 2.820000
0.030000, 0.160000, 0.069500, 0.353333, 0.199771, 0.293632, 2.810000
0.030000, 0.170000, 0.069250, 0.372583, 0.199771, 0.293632, 2.800000
0.030000, 0.180000, 0.069000, 0.391500, 0.199771, 0.293632, 2.790000
0.030000, 0.190000, 0.068750, 0.410083, 0.199771, 0.293632, 2.780000
0.030000, 0.200000, 0.068500, 0.428333, 0.199771, 0.293632, 2.770000
0.030000, 0.210000, 0.068250, 0.446250, 0.199771, 0.293632, 2.760000
0.030000, 0.220000, 0.068000, 0.463833, 0.199771, 0.293632, 2.750000
0.030000, 0.230000, 0.067750, 0.481083, 0.199771, 0.293632, 2.740000
0.030000, 0.240000, 0.067500, 0.498000, 0.199771, 0.293632, 2.730000
0.030000, 0.250000, 0.067250, 0.514583, 0.199771, 0.293632, 2.720000
0.030000, 0.260000, 0.067000, 0.530833, 0.199771, 0.293632, 2.710000
0.030000, 0.270000, 0.066750, 0.546750, 0.199771, 0.293632, 2.700000
0.030000, 0.280000, 0.066500, 0.562333, 0.199771, 0.293632, 2.690000
0.030000, 0.290000, 0.066250, 0.577583, 0.199771, 0.293632, 2.680000
0.030000, 0.300000, 0.066000, 0.592500, 0.199771, 0.293632, 2.670000
0.030000, 0.310000, 0.065750, 0.607083, 0.199771, 0.293632, 2.660000
0.030000, 0.320000, 0.065500, 0.621333, 0.199771, 0.293632, 2.650000
0.030000, 0.330000, 0.065250, 0.635250, 0.199771, 0.293632, 2.640000
